Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Payday Loan,Personal Loan,Student Loan,num_loan_types,spending_level,payment_size,Month_April,Month_August,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,debt_to_income,debt_per_loan,delay_ratio,high_utilization,age_group_young,age_group_adult,age_group_mid,age_group_senior,long_credit_history,income_delay,credit_history_per_age,total_credit_lines
38.0,95401.47,8171.1225,7.0,7.0,20.0,9.0,29,14.0,19.38,2.0,1,921.31,38.77076140883446,229.0,1,230.09576761724117,210.08881664999663,616.9276657327622,1,0,0,0,1,1,1,0,0,4,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009657188720467304,3.8228630705394187,0.058091286307053944,1,0.0,0.0,1.0,0.0,1,6814.390714285714,6.026315789473684,14.0
38.0,145114.16,12010.846666666665,1.0,71.0,9.0,0.0,4,12.0,11.72,4.0,2,791.96,39.107951786779296,221.64739298925488,0,0.0,163.01352448345327,1123.1821264073217,1,0,0,0,0,0,0,0,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005457496360107105,343.13583333333327,3.4285714285714284,1,0.0,0.0,1.0,0.0,1,12092.846666666666,5.832826131296181,72.0
23.0,37648.1,1485.6291666666666,7.0,6.0,12.0,2.0,21,12.0,13.74,12.0,1,1467.16,30.53259990984636,235.0,1,53299.04999999999,131.1583048832602,264.2216902802671,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.038970359725988835,733.58,6.0,1,1.0,0.0,0.0,0.0,1,3137.3416666666667,10.217391304347826,13.0
53.0,35812.34,3124.361666666666,7.0,7.0,10.0,4.0,29,27.0,4.62,0.0,1,367.46,30.148143371404792,364.0,0,64.49951866808942,80.09045967709102,407.8461883214862,1,0,0,0,0,0,0,0,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010260709018176417,91.865,20.0,1,0.0,0.0,0.0,1.0,1,22.365017327123063,6.867924528301887,14.0
43.0,147292.28,12261.356666666668,4.0,3.0,16.0,4.0,27,19.0,10.61,4.0,1,1133.79,39.453339580161966,197.0,0,246.2621914730416,221.42982558542573,1008.4436496081992,1,1,0,0,0,1,0,0,1,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007697552105242719,283.4475,4.75,1,0.0,0.0,1.0,0.0,1,7752.225263157895,4.5813953488372094,7.0
26.0,43802.10000000001,3468.175000000001,10.0,5.0,33.0,6.0,42,8.0,11.52,9.0,1,2156.04,24.741444174385773,116.0,1,167.9030685385797,231.0768967759343,207.8375346854861,0,0,1,1,1,1,1,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04922229756107582,359.34,1.3333333333333333,1,0.0,1.0,0.0,0.0,0,5475.262500000002,4.461538461538462,15.0
50.0,21931.995,3118.399166666667,1.0,1.0,1.0,0.0,12,8.0,2.1899999999999995,5.0,2,900.26,26.76562057522446,197.0,0,0.0,42.80165559003745,405.96496940996263,2,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04104779341778986,343.13583333333327,3.4285714285714284,1,0.0,0.0,1.0,0.0,1,2741.499375,3.94,3.0
39.0,43516.38,3635.365,8.0,5.0,18.0,3.0,12,9.0,4.98,4.0,1,217.57,27.198252230212308,326.0,1,102.91660742765444,209.55062975218087,341.0692628201647,1,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0049997265397535365,72.52333333333333,3.0,1,0.0,0.0,1.0,0.0,1,4835.153333333333,8.35897435897436,13.0
32.0,22233.98,1933.831666666667,5.0,6.0,3.0,4.0,8,0.0,8.24,2.0,2,1320.47,38.6121389537696,346.0,0,39.59802419086021,49.939054875121954,353.8460876006845,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059389726895499595,330.1175,0.0,1,0.0,1.0,0.0,0.0,1,2881.672857142857,10.8125,11.0
45.0,107360.1,9145.675,7.0,7.0,13.0,1.0,7,19.0,8.04,5.0,1,1456.75,36.69729697826868,205.0,1,81.23913389170148,118.08991471033664,965.238451397962,0,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013568821191485477,1394.06,19.0,1,0.0,0.0,1.0,0.0,1,5650.531578947369,4.555555555555555,14.0
16.0,7567.595,553.8316666666666,4.0,6.0,2779.0,5.0,29,14.0,8.82,6.0,1,1765.67,33.627522259907025,199.0,1,23.250414829810147,18.940134822180525,273.3302836813427,0,1,1,1,0,0,1,0,1,6,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2505740438515575,353.134,2.8,1,0.0,0.0,0.0,0.0,1,503.32142857142856,12.4375,10.0
26.0,85303.08,6847.59,5.0,7.0,20.0,-100.0,22,12.0,22.37,3.0,1,1024.56,33.44883841055215,221.64739298925488,1,264.27370269387256,262.0356452298906,418.4496520762369,1,0,0,0,0,1,1,1,1,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012010820711280295,-10.2456,-0.12,1,0.0,1.0,0.0,0.0,1,7108.59,8.524899730355957,12.0
16.0,116522.68,8986.315953451429,3.0,4.0,16.0,6.0,29,11.0,16.74,11.0,1,1171.17,25.71212822114404,70.0,1,1042.6742094601684,177.36207107005714,667.7934326850111,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010051004662783247,195.19500000000002,1.8333333333333333,1,0.0,0.0,0.0,0.0,0,10592.97090909091,4.375,7.0
24.0,39431.65,3447.9708333333333,5.0,4.0,2.0,1.0,13,1.0,2.87,4.0,2,1392.78,40.12093156603185,290.0,0,19.88457141101505,128.69969647350152,446.2128154488169,2,0,0,1,0,0,0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.035321372552251804,1392.78,1.0,1,1.0,0.0,0.0,0.0,1,39431.65,12.083333333333334,9.0
28.0,50818.83,4114.9025,6.0,5.0,20.0,6.0,15,24.0,15.57,6.0,0,1528.92,23.738000299291787,219.0,1,192.10880947278812,147.1388978004088,322.24254272680315,0,0,0,0,1,1,1,0,0,4,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03008569854914015,254.82000000000002,4.0,1,0.0,1.0,0.0,0.0,1,2117.45125,7.821428571428571,11.0
25.0,37648.1,8729.09,3.0,5.0,18.0,4.0,16,17.0,8.65,6.0,1,549.99,28.07801081083347,232.0,0,237.0235891955191,745.8277523861883,170.0576584182926,2,0,0,1,0,0,1,0,1,4,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014608705352992583,137.4975,4.25,1,1.0,0.0,0.0,0.0,1,2214.5941176470587,9.28,8.0
28.0,41155.22,3264.601666666667,9.0,10.0,17.0,6.0,35,18.0,24.4,6.0,1,3581.79,34.08474413963029,61.0,1,182.7397329533504,22.547062683045745,361.1733710302705,0,0,0,0,0,0,0,0,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08703124415323256,596.965,3.0,1,0.0,1.0,0.0,0.0,0,2286.4011111111113,2.1785714285714284,19.0
15.0,7871.81,3118.399166666667,7.0,10.0,33.0,3.0,45,27.0,7.22,7.0,1,1953.63,30.91028523145984,242.0,1,10.13245254860697,31.00677615119762,315.2591879668621,1,0,0,0,0,0,0,0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481805328126568,651.21,20.0,1,0.0,0.0,0.0,0.0,1,22.365017327123063,16.133333333333333,17.0
30.0,83457.76,6936.813333333333,5.0,6.0,6.0,7.0,14,14.0,16.92,7.0,1,1266.18,23.070966143663945,81.0,1,386.7777430383226,383.9188310016489,202.9847592933617,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015171507119290047,180.88285714285715,2.0,1,0.0,1.0,0.0,0.0,0,5961.268571428571,2.7,11.0
33.0,78937.1,3118.399166666667,3.0,7.0,7.0,4.0,14,10.0,6.05,3.0,2,520.56,33.46910269024479,382.0,0,174.41634376694446,410.8454073891853,335.24741551053694,0,0,0,0,1,1,1,0,0,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006594617739947375,130.14,2.5,1,0.0,1.0,0.0,0.0,1,7893.710000000001,11.575757575757576,10.0
17.0,64355.72,5471.9766666666665,5.0,5.0,15.0,2.0,7,14.0,13.72,5.0,1,1979.39,39.198222146587256,184.0,1,12418.0,131.2451048053039,583.3960109921237,1,0,0,1,1,0,0,0,0,3,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307570174026489,989.695,7.0,1,0.0,0.0,0.0,0.0,1,4596.837142857143,10.823529411764707,10.0
41.0,140014.36,11662.863333333333,3.0,7.0,18.0,4.0,27,10.0,3.9,3.0,1,1151.7,33.49290200706075,208.0,0,348.6203964507333,131.1583048832602,779.5739540725732,1,0,1,1,1,1,0,0,0,5,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082255848614385,287.925,2.5,1,0.0,0.0,1.0,0.0,1,14001.435999999998,5.073170731707317,10.0
38.0,20372.43,1411.7025,10.0,5.0,17.0,7.0,32,14.0,19.96,11.0,0,3460.0,30.686340844147647,221.64739298925488,1,108.1344183283934,129.65629483537043,183.37953683623616,0,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16983737335212343,494.2857142857143,2.0,1,0.0,0.0,1.0,0.0,1,1455.1735714285714,5.832826131296181,15.0
49.0,17451.235,1276.2695833333337,5.0,3.0,5.0,4.0,14,9.0,9.37,8.0,2,883.67,31.775894632172022,249.0,0,40.60167158128381,44.60156655963022,322.4237201924193,0,0,1,0,1,0,1,0,0,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05063653088162528,220.9175,2.25,1,0.0,0.0,1.0,0.0,1,1939.0261111111113,5.081632653061225,8.0
43.0,12804.965,3118.399166666667,3.0,3.0,16.0,2.0,17,11.0,7.24,4.0,1,436.63,36.808653329610145,155.0,1,11.203035262647877,67.74578776309112,278.1592186409277,1,0,0,0,0,0,1,1,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03409849226452395,218.315,5.5,1,0.0,0.0,1.0,0.0,1,1164.0877272727273,3.604651162790698,6.0
22.0,18413.13,1283.4275,281.0899999999856,9.0,18.0,2.0,40,13.0,10.09,12.0,0,2063.45,36.06425605350421,166.0,1,16.316201656868884,91.98710876953815,290.039439573593,0,1,0,0,0,0,0,1,0,3,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11206405429169292,1031.725,6.5,1,1.0,0.0,0.0,0.0,1,1416.3946153846155,7.545454545454546,786.0
17.0,41086.4,3660.866666666667,3.0,4.0,6.0,7.0,10,18.0,17.86,10.0,1,113.98,38.45020129093317,139.0,1,145.5443201837779,232.1307852775156,278.4115612053733,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027741539779586434,16.282857142857143,2.5714285714285716,1,0.0,0.0,0.0,0.0,1,2282.577777777778,8.176470588235293,7.0
33.0,40181.48,3118.399166666667,5.0,4.0,13.0,4.0,26,12.0,15.52,8.0,1,854.72,33.94155481550048,220.0,1,31512.0,163.75190501793796,310.21997165567007,1,0,0,0,0,0,0,0,1,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02127149124422495,213.68,3.0,1,0.0,1.0,0.0,0.0,1,3348.456666666667,6.666666666666667,9.0
42.0,18263.99,1722.999166666667,8.0,5.0,19.0,-100.0,53,22.0,16.34,10.0,0,3232.0,35.40264579427561,26.0,1,76.67337711183298,56.71566614863897,288.91087340619475,0,1,1,1,1,1,1,0,0,7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17696023705663438,-18.564792999999998,-0.2,1,0.0,0.0,1.0,0.0,0,830.1813636363637,0.6190476190476191,13.0
40.0,39460.01,3118.399166666667,2.0,6.0,2.0,4.0,9,7.0,1.5,2.0,1,1180.08,36.990322145170175,357.0,1,82.45141960261901,104.11289256741684,366.4691044966309,1,0,0,1,0,0,0,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029905719740060885,295.02,1.75,1,0.0,0.0,1.0,0.0,1,5637.144285714286,8.925,8.0
52.0,19602.22,1448.5183333333334,7.0,4.0,6.0,3.0,8,9.0,10.7,4.0,1,962.35,26.828960657390784,231.0,1,23.746184300006533,138.44787526413666,262.65777376919016,0,0,1,1,0,0,0,0,0,3,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04909392915700364,320.78333333333336,3.0,1,0.0,0.0,0.0,1.0,1,2178.0244444444447,4.4423076923076925,11.0
18.0,73436.06999999999,6191.6725,8.0,5.0,12.0,1.0,20,8.0,9.51,1.0,1,45.5,33.094323281615765,290.0,1,45.197591079344186,102.61641155075378,711.3532473699021,1,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006195865328849978,45.5,8.0,1,0.0,0.0,0.0,0.0,1,9179.508749999999,16.11111111111111,13.0
4459.049999999992,130940.76,10918.73,3.0,4.0,12.0,0.0,0,0.0,5.29,4.0,2,1180.29,39.56809446039362,373.0,0,0.0,252.2002842191613,1079.6727157808389,2,0,0,0,0,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009013923548328267,343.13583333333327,3.4285714285714284,1,0.0,0.0,0.0,0.0,1,2881.672857142857,0.04977979447484319,7.0
28.0,9069.98,553.8316666666666,7.0,9.0,31.0,6.0,16,17.0,1.15,11.0,0,3471.77,38.17331855531244,117.0,1,31.415983467487177,57.49025167641375,255.77693152276572,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3827759267385375,578.6283333333333,2.8333333333333335,1,0.0,1.0,0.0,0.0,0,533.5282352941176,4.178571428571429,16.0
24.0,63439.24,5285.6033333333335,5.0,5.0,7.0,3.0,10,19.0,9.21,5.0,1,1459.32,24.089494816815034,253.0,1,84.59565932481128,117.82079370941835,576.1438802991038,2,1,0,0,1,0,0,0,0,3,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023003428162128046,486.44,6.333333333333333,1,1.0,0.0,0.0,0.0,1,3338.9073684210525,10.541666666666666,10.0
14.0,9934.62,897.8850000000001,10.0,5.0,15.0,5.0,25,19.0,28.740099999999984,14.0,0,2743.33,39.601231512399856,32.0,1,35.267746174055254,28.708185607127643,285.81256821881715,1,1,0,1,1,1,1,0,0,6,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2761383928122062,548.6659999999999,3.8,1,0.0,0.0,0.0,0.0,0,522.8747368421053,0.015515351060918328,15.0
25.0,37648.1,1398.739583333333,1.0,4.0,11.0,4.0,10,14.0,9.56,6.0,2,1221.67,38.683402903424394,353.0,1,31.79486768890263,45.422096663984355,322.6569939804464,2,1,0,1,0,0,1,1,0,5,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032449711937654224,305.4175,3.5,1,1.0,0.0,0.0,0.0,1,2689.15,14.12,5.0
15.0,62016.76,5228.0633333333335,8.0,5.0,34.0,9.0,42,20.0,9.37,13.0,0,1790.16,29.30289375321995,172.0,1,353.89508837654364,175.8036661440029,253.10757881278684,0,1,1,1,0,1,1,1,1,7,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028865745324328455,198.90666666666667,2.2222222222222223,1,0.0,0.0,0.0,0.0,1,3100.838,11.466666666666667,13.0
26.0,36661.93,2915.160833333333,6.0,3.0,10.0,4.0,15,20.0,-1.4500000000000002,1.0,1,314.26,24.085514245550577,357.0,0,73.22127881920116,366.65045648515337,141.6443480289788,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008571834597905784,78.565,5.0,1,0.0,1.0,0.0,0.0,1,1833.0965,13.73076923076923,9.0
38.0,69312.12,5956.009999999998,8.0,6.0,7.0,4.0,5,12.0,8.43,7.0,1,170.5,38.81341658134389,197.0,1,220.16144078406663,131.1583048832602,484.3031702222048,1,1,0,0,0,1,1,0,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024598872462709264,42.625,3.0,1,0.0,0.0,1.0,0.0,1,5776.009999999999,5.184210526315789,14.0
28.0,16054.15,1196.8458333333333,8.0,5.0,30.0,3.0,40,18.0,27.12,14.0,0,4121.53,31.15541951089198,124.0,1,35464.0,161.07859972753866,181.67989778806648,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567267653535067,1373.8433333333332,6.0,1,0.0,1.0,0.0,0.0,1,891.8972222222222,4.428571428571429,13.0
40.0,81831.72,6910.31,5.0,4.0,1.0,4.0,12,4.0,5.14,2.0,2,446.42,25.68412875116342,214.0,0,234.5093958868053,109.9689929993922,586.5526111138026,2,1,0,1,0,1,0,0,1,5,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005455341767226694,111.605,1.0,1,0.0,0.0,1.0,0.0,1,20457.93,5.35,9.0
26.0,37648.1,3118.399166666667,8.0,5.0,20.0,9.0,55,21.0,1.68,7.0,0,2061.17,35.312159419675815,176.0,1,565.2012173317515,318.56270180564496,187.5413913033161,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05474831399194116,229.0188888888889,2.3333333333333335,1,0.0,1.0,0.0,0.0,1,1792.7666666666667,6.769230769230769,13.0
23.0,32612.36,2670.6966666666667,5.0,5.0,12.0,4.0,6,9.0,8.44,0.0,2,809.94,27.81718658398622,390.0,0,91.5789872673322,92.2599779291046,333.23070147022986,1,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024835369166782167,202.485,2.25,1,1.0,0.0,0.0,0.0,1,3623.5955555555556,16.956521739130434,10.0
48.0,140731.72,10190.249318889946,8.0,6.0,11.0,3.0,29,16.0,8.25,2.0,1,125.46,37.862566576599306,254.0,1,1642.8253877782968,919.321783227458,339.9111767709649,2,0,0,1,0,1,0,0,0,3,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000891483455186933,41.82,5.333333333333333,1,0.0,0.0,1.0,0.0,1,8795.7325,5.291666666666667,14.0
30.0,9955.255,3118.399166666667,3.0,7.0,19.0,4.0,14,20.0,7.34,8.0,1,447.15,27.85354408225735,318.0,1,18.436786599212887,32.27295291090199,312.75071882321845,1,1,1,0,1,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04491597653701487,111.7875,5.0,1,0.0,1.0,0.0,0.0,1,497.76275,10.6,10.0
51.0,31151.46,2479.955,0.0,3.0,9.0,3.0,7,6.0,10.47,5.0,1,62.17,26.844045300956804,189.0,0,42.49485264252538,98.69217289317533,356.8084744642993,1,0,0,0,0,0,1,1,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001995733105286237,20.723333333333333,2.0,1,0.0,0.0,0.0,1.0,1,5191.91,3.7058823529411766,3.0
45.0,37648.1,2482.806666666667,8.0,3.0,8.0,5.0,6,14.0,17.94,7.0,1,1403.84,27.1396599047849,135.0,1,114.7275457004172,119.94118232437587,273.61193864187356,1,1,1,1,0,0,1,0,1,6,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03728846874078639,280.768,2.8,1,0.0,0.0,1.0,0.0,1,2689.15,3.0,11.0
18.0,18399.84,1609.32,6.0,9.0,16.0,-100.0,56,17.0,24.23,11.0,1,4783.466599999999,26.553416149687266,109.0,1,70.96507297505953,217.13193800596497,162.8349890189755,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26828168071026703,-18.564792999999998,-0.17,1,0.0,0.0,0.0,0.0,0,1082.3435294117646,6.055555555555555,15.0
30.0,14432.87,1185.7391666666667,3.0,7.0,7.0,-100.0,7,7.0,9.47,3.0,2,941.79,28.64284354841045,390.0,0,6.412118995076589,106.61501509365064,295.54678257793944,2,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06525313399206117,-9.4179,-0.07,1,0.0,1.0,0.0,0.0,1,2061.8385714285714,13.0,10.0
